DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter454,Cyclobenzaprine,DDInter164,Balsalazide,Unknown
DDInter454,Cyclobenzaprine,DDInter831,Glyburide,Unknown
DDInter454,Cyclobenzaprine,DDInter990,Isosorbide mononitrate,Unknown
DDInter454,Cyclobenzaprine,DDInter1461,Phylloquinone,Unknown
DDInter454,Cyclobenzaprine,DDInter716,Felodipine,Unknown
DDInter454,Cyclobenzaprine,DDInter1008,Ketoconazole,Unknown
DDInter454,Cyclobenzaprine,DDInter972,Irbesartan,Unknown
DDInter454,Cyclobenzaprine,DDInter1156,Mercaptopurine,Unknown
DDInter454,Cyclobenzaprine,DDInter718,Fenofibrate,Unknown
DDInter454,Cyclobenzaprine,DDInter809,Gatifloxacin,Unknown
DDInter454,Cyclobenzaprine,DDInter1590,Rifampicin,Unknown
DDInter454,Cyclobenzaprine,DDInter752,Fluocinonide,Unknown
DDInter454,Cyclobenzaprine,DDInter900,Ibuprofen,Unknown
DDInter454,Cyclobenzaprine,DDInter826,Glipizide,Unknown
DDInter454,Cyclobenzaprine,DDInter745,Fludarabine,Unknown
DDInter454,Cyclobenzaprine,DDInter1754,Tegaserod,Unknown
DDInter454,Cyclobenzaprine,DDInter1348,Orlistat,Unknown
DDInter454,Cyclobenzaprine,DDInter908,Iloprost,Unknown
DDInter454,Cyclobenzaprine,DDInter769,Fluvastatin,Unknown
DDInter454,Cyclobenzaprine,DDInter1033,Leflunomide,Unknown
DDInter454,Cyclobenzaprine,DDInter1622,Rosuvastatin,Unknown
DDInter454,Cyclobenzaprine,DDInter285,Capecitabine,Unknown
DDInter454,Cyclobenzaprine,DDInter1291,Nifedipine,Unknown
DDInter454,Cyclobenzaprine,DDInter611,Dutasteride,Unknown
DDInter454,Cyclobenzaprine,DDInter1559,Rabeprazole,Unknown
DDInter454,Cyclobenzaprine,DDInter1472,Pioglitazone,Unknown
DDInter454,Cyclobenzaprine,DDInter1767,Terazosin,Unknown
DDInter454,Cyclobenzaprine,DDInter272,Calcium chloride,Unknown
DDInter454,Cyclobenzaprine,DDInter1325,Ofloxacin,Unknown
DDInter454,Cyclobenzaprine,DDInter1972,Zopiclone,Unknown
DDInter454,Cyclobenzaprine,DDInter1234,Mitoxantrone,Unknown
DDInter454,Cyclobenzaprine,DDInter393,Clarithromycin,Unknown
DDInter454,Cyclobenzaprine,DDInter736,Finasteride,Unknown
DDInter454,Cyclobenzaprine,DDInter1377,Paclitaxel,Unknown
DDInter454,Cyclobenzaprine,DDInter1640,Saquinavir,Unknown
DDInter454,Cyclobenzaprine,DDInter513,Dexamethasone,Unknown
DDInter454,Cyclobenzaprine,DDInter812,Gemfibrozil,Unknown
DDInter454,Cyclobenzaprine,DDInter578,Docetaxel,Unknown
DDInter454,Cyclobenzaprine,DDInter484,Dasatinib,Unknown
DDInter454,Cyclobenzaprine,DDInter1919,Varenicline,Unknown
DDInter454,Cyclobenzaprine,DDInter1476,Pirbuterol,Unknown
DDInter454,Cyclobenzaprine,DDInter1683,Sodium bicarbonate,Unknown
DDInter454,Cyclobenzaprine,DDInter893,Hydroxychloroquine,Unknown
DDInter454,Cyclobenzaprine,DDInter62,Ambrisentan,Unknown
DDInter454,Cyclobenzaprine,DDInter1942,Vitamin D,Unknown
DDInter454,Cyclobenzaprine,DDInter402,Clobetasol,Unknown
DDInter454,Cyclobenzaprine,DDInter766,Fluticasone,Unknown
DDInter1383,Pamidronic acid,DDInter712,Famotidine,Unknown
DDInter1968,Zoledronic acid,DDInter712,Famotidine,Unknown
DDInter1172,Methocarbamol,DDInter712,Famotidine,Unknown
DDInter48,Allopurinol,DDInter712,Famotidine,Unknown
DDInter1254,Nabumetone,DDInter712,Famotidine,Unknown
DDInter1613,Rofecoxib,DDInter712,Famotidine,Unknown
DDInter1910,Valdecoxib,DDInter712,Famotidine,Unknown
DDInter897,Ibandronate,DDInter712,Famotidine,Unknown
DDInter1612,Rocuronium,DDInter712,Famotidine,Unknown
DDInter1143,Meloxicam,DDInter712,Famotidine,Unknown
DDInter1419,Penicillamine,DDInter712,Famotidine,Unknown
DDInter1604,Risedronic acid,DDInter712,Famotidine,Unknown
DDInter712,Famotidine,DDInter1231,Misoprostol,Unknown
DDInter712,Famotidine,DDInter1559,Rabeprazole,Unknown
DDInter712,Famotidine,DDInter1349,Orphenadrine,Unknown
DDInter712,Famotidine,DDInter1385,Pancuronium,Unknown
DDInter712,Famotidine,DDInter1922,Vecuronium,Unknown
DDInter1717,Sucralfate,DDInter1231,Misoprostol,Unknown
DDInter1242,Montelukast,DDInter1231,Misoprostol,Unknown
DDInter387,Cisplatin,DDInter1231,Misoprostol,Unknown
DDInter1725,Sulfasalazine,DDInter1231,Misoprostol,Unknown
DDInter1231,Misoprostol,DDInter139,Auranofin,Unknown
DDInter1231,Misoprostol,DDInter1754,Tegaserod,Unknown
DDInter1231,Misoprostol,DDInter1622,Rosuvastatin,Unknown
DDInter1968,Zoledronic acid,DDInter1635,Salmeterol,Unknown
DDInter48,Allopurinol,DDInter1635,Salmeterol,Unknown
DDInter1910,Valdecoxib,DDInter1635,Salmeterol,Unknown
DDInter1729,Sulindac,DDInter1635,Salmeterol,Unknown
DDInter1604,Risedronic acid,DDInter1635,Salmeterol,Unknown
DDInter1231,Misoprostol,DDInter1635,Salmeterol,Unknown
DDInter1635,Salmeterol,DDInter1922,Vecuronium,Unknown
DDInter839,Goserelin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1323,Octreotide,DDInter20,Acetylsalicylic acid,Unknown
DDInter451,Cyanocobalamin,DDInter20,Acetylsalicylic acid,Unknown
DDInter268,Calcitriol,DDInter20,Acetylsalicylic acid,Unknown
DDInter771,Folic acid,DDInter20,Acetylsalicylic acid,Unknown
DDInter1509,Pravastatin,DDInter20,Acetylsalicylic acid,Unknown
DDInter749,Flunisolide,DDInter20,Acetylsalicylic acid,Unknown
DDInter162,Baclofen,DDInter20,Acetylsalicylic acid,Unknown
DDInter1092,Lorazepam,DDInter20,Acetylsalicylic acid,Unknown
DDInter222,Bortezomib,DDInter20,Acetylsalicylic acid,Unknown
DDInter1447,Phentermine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1841,Tramadol,DDInter20,Acetylsalicylic acid,Unknown
DDInter743,Fluconazole,DDInter20,Acetylsalicylic acid,Unknown
DDInter1350,Oseltamivir,DDInter20,Acetylsalicylic acid,Unknown
DDInter670,Erythromycin,DDInter20,Acetylsalicylic acid,Unknown
DDInter891,Hydroxocobalamin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1666,Sildenafil,DDInter20,Acetylsalicylic acid,Unknown
DDInter580,Dofetilide,DDInter20,Acetylsalicylic acid,Unknown
DDInter157,Azithromycin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1213,Midodrine,DDInter20,Acetylsalicylic acid,Unknown
DDInter627,Eletriptan,DDInter20,Acetylsalicylic acid,Unknown
DDInter794,Gadodiamide,DDInter20,Acetylsalicylic acid,Unknown
DDInter1098,Lovastatin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1516,Pregabalin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1761,Temazepam,DDInter20,Acetylsalicylic acid,Unknown
DDInter1285,Nevirapine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1570,Ranolazine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1158,Mesalazine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1967,Ziprasidone,DDInter20,Acetylsalicylic acid,Unknown
DDInter260,Cabergoline,DDInter20,Acetylsalicylic acid,Unknown
DDInter475,Dapsone,DDInter20,Acetylsalicylic acid,Unknown
DDInter598,Doxycycline,DDInter20,Acetylsalicylic acid,Unknown
DDInter416,Clotrimazole,DDInter20,Acetylsalicylic acid,Unknown
DDInter1619,Ropinirole,DDInter20,Acetylsalicylic acid,Unknown
DDInter1834,Topiramate,DDInter20,Acetylsalicylic acid,Unknown
DDInter575,Disopyramide,DDInter20,Acetylsalicylic acid,Unknown
DDInter1066,Lidocaine,DDInter20,Acetylsalicylic acid,Unknown
DDInter11,Acarbose,DDInter20,Acetylsalicylic acid,Unknown
DDInter1849,Travoprost,DDInter20,Acetylsalicylic acid,Unknown
DDInter132,Atomoxetine,DDInter20,Acetylsalicylic acid,Unknown
DDInter700,Etomidate,DDInter20,Acetylsalicylic acid,Unknown
DDInter1244,Morphine,DDInter20,Acetylsalicylic acid,Unknown
DDInter249,Bupivacaine,DDInter20,Acetylsalicylic acid,Unknown
DDInter668,Ertapenem,DDInter20,Acetylsalicylic acid,Unknown
DDInter365,Chlorthalidone,DDInter20,Acetylsalicylic acid,Unknown
DDInter1969,Zolmitriptan,DDInter20,Acetylsalicylic acid,Unknown
DDInter810,Gefitinib,DDInter20,Acetylsalicylic acid,Unknown
DDInter1474,Piperacillin,DDInter20,Acetylsalicylic acid,Unknown
DDInter890,Hydromorphone,DDInter20,Acetylsalicylic acid,Unknown
DDInter689,Ethambutol,DDInter20,Acetylsalicylic acid,Unknown
DDInter1164,Metformin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1166,Methadone,DDInter20,Acetylsalicylic acid,Unknown
DDInter1326,Olanzapine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1468,Pimecrolimus,DDInter20,Acetylsalicylic acid,Unknown
DDInter343,Cetirizine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1226,Minoxidil,DDInter20,Acetylsalicylic acid,Unknown
DDInter158,Aztreonam,DDInter20,Acetylsalicylic acid,Unknown
DDInter1939,Vinorelbine,DDInter20,Acetylsalicylic acid,Unknown
DDInter419,Clozapine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1717,Sucralfate,DDInter20,Acetylsalicylic acid,Unknown
DDInter1061,Levonorgestrel,DDInter20,Acetylsalicylic acid,Unknown
DDInter1230,Mirtazapine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1870,Trihexyphenidyl,DDInter20,Acetylsalicylic acid,Unknown
DDInter1382,Palonosetron,DDInter20,Acetylsalicylic acid,Unknown
DDInter1206,Mexiletine,DDInter20,Acetylsalicylic acid,Unknown
DDInter301,Carisoprodol,DDInter20,Acetylsalicylic acid,Unknown
DDInter1529,Progesterone,DDInter20,Acetylsalicylic acid,Unknown
DDInter1702,Sorafenib,DDInter20,Acetylsalicylic acid,Unknown
DDInter1249,Mupirocin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1621,Rosiglitazone,DDInter20,Acetylsalicylic acid,Unknown
DDInter1505,Pramipexole,DDInter20,Acetylsalicylic acid,Unknown
DDInter1445,Phenoxymethylpenicillin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1189,Methylphenidate,DDInter20,Acetylsalicylic acid,Unknown
DDInter1172,Methocarbamol,DDInter20,Acetylsalicylic acid,Unknown
DDInter1970,Zolpidem,DDInter20,Acetylsalicylic acid,Unknown
DDInter711,Famciclovir,DDInter20,Acetylsalicylic acid,Unknown
DDInter1527,Prochlorperazine,DDInter20,Acetylsalicylic acid,Unknown
DDInter48,Allopurinol,DDInter20,Acetylsalicylic acid,Unknown
DDInter330,Ceftazidime,DDInter20,Acetylsalicylic acid,Unknown
DDInter341,Cerivastatin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1874,Trimethoprim,DDInter20,Acetylsalicylic acid,Unknown
DDInter811,Gemcitabine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1150,Meperidine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1091,Loratadine,DDInter20,Acetylsalicylic acid,Unknown
DDInter21,Acitretin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1242,Montelukast,DDInter20,Acetylsalicylic acid,Unknown
DDInter355,Chlordiazepoxide,DDInter20,Acetylsalicylic acid,Unknown
DDInter363,Chlorpromazine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1035,Lenalidomide,DDInter20,Acetylsalicylic acid,Unknown
DDInter1562,Raloxifene,DDInter20,Acetylsalicylic acid,Unknown
DDInter234,Brimonidine,DDInter20,Acetylsalicylic acid,Unknown
DDInter254,Buspirone,DDInter20,Acetylsalicylic acid,Unknown
DDInter323,Cefotaxime,DDInter20,Acetylsalicylic acid,Unknown
DDInter646,Entacapone,DDInter20,Acetylsalicylic acid,Unknown
DDInter1961,Zidovudine,DDInter20,Acetylsalicylic acid,Unknown
DDInter480,Darifenacin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1366,Oxycodone,DDInter20,Acetylsalicylic acid,Unknown
DDInter765,Flutamide,DDInter20,Acetylsalicylic acid,Unknown
DDInter380,Cimetidine,DDInter20,Acetylsalicylic acid,Unknown
DDInter853,Haloperidol,DDInter20,Acetylsalicylic acid,Unknown
DDInter1607,Ritonavir,DDInter20,Acetylsalicylic acid,Unknown
DDInter1916,Vancomycin,DDInter20,Acetylsalicylic acid,Unknown
DDInter387,Cisplatin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1199,Metolazone,DDInter20,Acetylsalicylic acid,Unknown
DDInter1355,Oxaliplatin,DDInter20,Acetylsalicylic acid,Unknown
DDInter667,Erlotinib,DDInter20,Acetylsalicylic acid,Unknown
DDInter456,Cyclophosphamide,DDInter20,Acetylsalicylic acid,Unknown
DDInter315,Cefdinir,DDInter20,Acetylsalicylic acid,Unknown
DDInter799,Gadoversetamide,DDInter20,Acetylsalicylic acid,Unknown
DDInter1316,Nortriptyline,DDInter20,Acetylsalicylic acid,Unknown
DDInter1937,Vincristine,DDInter20,Acetylsalicylic acid,Unknown
DDInter757,Fluorouracil,DDInter20,Acetylsalicylic acid,Unknown
DDInter1548,Pyridostigmine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1020,Lamotrigine,DDInter20,Acetylsalicylic acid,Unknown
DDInter895,Hydroxyzine,DDInter20,Acetylsalicylic acid,Unknown
DDInter223,Bosentan,DDInter20,Acetylsalicylic acid,Unknown
DDInter293,Carbamazepine,DDInter20,Acetylsalicylic acid,Unknown
DDInter339,Cephalexin,DDInter20,Acetylsalicylic acid,Unknown
DDInter136,Atropine,DDInter20,Acetylsalicylic acid,Unknown
DDInter412,Clonidine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1908,Valaciclovir,DDInter20,Acetylsalicylic acid,Unknown
DDInter1018,Lactulose,DDInter20,Acetylsalicylic acid,Unknown
DDInter1946,Voriconazole,DDInter20,Acetylsalicylic acid,Unknown
DDInter1309,Nizatidine,DDInter20,Acetylsalicylic acid,Unknown
DDInter592,Doxazosin,DDInter20,Acetylsalicylic acid,Unknown
DDInter68,Amiloride,DDInter20,Acetylsalicylic acid,Unknown
DDInter1073,Linezolid,DDInter20,Acetylsalicylic acid,Unknown
DDInter909,Imatinib,DDInter20,Acetylsalicylic acid,Unknown
DDInter760,Fluphenazine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1775,Testosterone,DDInter20,Acetylsalicylic acid,Unknown
DDInter624,Efavirenz,DDInter20,Acetylsalicylic acid,Unknown
DDInter161,Bacitracin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1675,Simvastatin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1318,Nystatin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1710,Stavudine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1028,Latanoprost,DDInter20,Acetylsalicylic acid,Unknown
DDInter1851,Trazodone,DDInter20,Acetylsalicylic acid,Unknown
DDInter1663,Sevelamer,DDInter20,Acetylsalicylic acid,Unknown
DDInter1730,Sumatriptan,DDInter20,Acetylsalicylic acid,Unknown
DDInter112,Aprepitant,DDInter20,Acetylsalicylic acid,Unknown
DDInter802,Galantamine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1744,Tamoxifen,DDInter20,Acetylsalicylic acid,Unknown
DDInter1212,Midazolam,DDInter20,Acetylsalicylic acid,Unknown
DDInter762,Flurazepam,DDInter20,Acetylsalicylic acid,Unknown
DDInter1821,Tizanidine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1303,Nitrofurantoin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1745,Tamsulosin,DDInter20,Acetylsalicylic acid,Unknown
DDInter1019,Lamivudine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1312,Norethisterone,DDInter20,Acetylsalicylic acid,Unknown
DDInter913,Imiquimod,DDInter20,Acetylsalicylic acid,Unknown
DDInter1876,Trimipramine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1612,Rocuronium,DDInter20,Acetylsalicylic acid,Unknown
DDInter1605,Risperidone,DDInter20,Acetylsalicylic acid,Unknown
DDInter1236,Modafinil,DDInter20,Acetylsalicylic acid,Unknown
DDInter1647,Scopolamine,DDInter20,Acetylsalicylic acid,Unknown
DDInter983,Isoflurane,DDInter20,Acetylsalicylic acid,Unknown
DDInter1853,Tretinoin,DDInter20,Acetylsalicylic acid,Unknown
DDInter581,Dolasetron,DDInter20,Acetylsalicylic acid,Unknown
DDInter1783,Tetracycline,DDInter20,Acetylsalicylic acid,Unknown
DDInter1497,Potassium chloride,DDInter20,Acetylsalicylic acid,Unknown
DDInter973,Irinotecan,DDInter20,Acetylsalicylic acid,Unknown
DDInter1170,Methimazole,DDInter20,Acetylsalicylic acid,Unknown
DDInter1332,Olopatadine,DDInter20,Acetylsalicylic acid,Unknown
DDInter702,Etoposide,DDInter20,Acetylsalicylic acid,Unknown
DDInter1360,Oxcarbazepine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1521,Primidone,DDInter20,Acetylsalicylic acid,Unknown
DDInter1725,Sulfasalazine,DDInter20,Acetylsalicylic acid,Unknown
DDInter43,Alfentanil,DDInter20,Acetylsalicylic acid,Unknown
DDInter543,Dicyclomine,DDInter20,Acetylsalicylic acid,Unknown
DDInter916,Indapamide,DDInter20,Acetylsalicylic acid,Unknown
DDInter1587,Ribavirin,DDInter20,Acetylsalicylic acid,Unknown
DDInter722,Fentanyl,DDInter20,Acetylsalicylic acid,Unknown
DDInter1538,Propofol,DDInter20,Acetylsalicylic acid,Unknown
DDInter1736,Tadalafil,DDInter20,Acetylsalicylic acid,Unknown
DDInter534,Diazepam,DDInter20,Acetylsalicylic acid,Unknown
DDInter309,Cefaclor,DDInter20,Acetylsalicylic acid,Unknown
DDInter1088,Loperamide,DDInter20,Acetylsalicylic acid,Unknown
DDInter577,Dobutamine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1359,Oxazepam,DDInter20,Acetylsalicylic acid,Unknown
DDInter1432,Perphenazine,DDInter20,Acetylsalicylic acid,Unknown
DDInter463,Dacarbazine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1762,Temozolomide,DDInter20,Acetylsalicylic acid,Unknown
DDInter1768,Terbinafine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1918,Vardenafil,DDInter20,Acetylsalicylic acid,Unknown
DDInter1568,Ranitidine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1735,Tacrolimus,DDInter20,Acetylsalicylic acid,Unknown
DDInter1678,Sirolimus,DDInter20,Acetylsalicylic acid,Unknown
DDInter356,Chlorhexidine,DDInter20,Acetylsalicylic acid,Unknown
DDInter989,Isosorbide dinitrate,DDInter20,Acetylsalicylic acid,Unknown
DDInter840,Granisetron,DDInter20,Acetylsalicylic acid,Unknown
DDInter1860,Triazolam,DDInter20,Acetylsalicylic acid,Unknown
DDInter1342,Ondansetron,DDInter20,Acetylsalicylic acid,Unknown
DDInter207,Bimatoprost,DDInter20,Acetylsalicylic acid,Unknown
DDInter1801,Tiagabine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1971,Zonisamide,DDInter20,Acetylsalicylic acid,Unknown
DDInter1394,Paricalcitol,DDInter20,Acetylsalicylic acid,Unknown
DDInter1202,Metronidazole,DDInter20,Acetylsalicylic acid,Unknown
DDInter1012,Ketotifen,DDInter20,Acetylsalicylic acid,Unknown
DDInter251,Buprenorphine,DDInter20,Acetylsalicylic acid,Unknown
DDInter454,Cyclobenzaprine,DDInter20,Acetylsalicylic acid,Unknown
DDInter712,Famotidine,DDInter20,Acetylsalicylic acid,Unknown
DDInter1231,Misoprostol,DDInter20,Acetylsalicylic acid,Unknown
DDInter1635,Salmeterol,DDInter20,Acetylsalicylic acid,Unknown
DDInter20,Acetylsalicylic acid,DDInter789,Fulvestrant,Unknown
DDInter20,Acetylsalicylic acid,DDInter732,Fexofenadine,Unknown
DDInter20,Acetylsalicylic acid,DDInter986,Isoniazid,Unknown
DDInter20,Acetylsalicylic acid,DDInter1611,Rizatriptan,Unknown
DDInter20,Acetylsalicylic acid,DDInter298,Carboplatin,Unknown
DDInter20,Acetylsalicylic acid,DDInter1957,Zaleplon,Unknown
DDInter20,Acetylsalicylic acid,DDInter506,Desloratadine,Unknown
DDInter20,Acetylsalicylic acid,DDInter1185,Methyldopa,Unknown
DDInter20,Acetylsalicylic acid,DDInter1655,Selenium Sulfide,Unknown
DDInter20,Acetylsalicylic acid,DDInter153,Azelastine,Unknown
DDInter20,Acetylsalicylic acid,DDInter707,Ezetimibe,Unknown
DDInter20,Acetylsalicylic acid,DDInter573,Dipyridamole,Unknown
DDInter20,Acetylsalicylic acid,DDInter1758,Telithromycin,Unknown
DDInter20,Acetylsalicylic acid,DDInter776,Formoterol,Unknown
DDInter20,Acetylsalicylic acid,DDInter1610,Rivastigmine,Unknown
DDInter20,Acetylsalicylic acid,DDInter705,Exemestane,Unknown
DDInter20,Acetylsalicylic acid,DDInter150,Azathioprine,Unknown
DDInter20,Acetylsalicylic acid,DDInter791,Gabapentin,Unknown
DDInter20,Acetylsalicylic acid,DDInter883,Hydrochlorothiazide,Unknown
DDInter20,Acetylsalicylic acid,DDInter449,Cromoglicic acid,Unknown
DDInter20,Acetylsalicylic acid,DDInter806,Ganciclovir,Unknown
DDInter20,Acetylsalicylic acid,DDInter894,Hydroxyurea,Unknown
DDInter20,Acetylsalicylic acid,DDInter1040,Letrozole,Unknown
DDInter20,Acetylsalicylic acid,DDInter381,Cinacalcet,Unknown
DDInter20,Acetylsalicylic acid,DDInter1224,Minocycline,Unknown
DDInter20,Acetylsalicylic acid,DDInter990,Isosorbide mononitrate,Unknown
DDInter20,Acetylsalicylic acid,DDInter1461,Phylloquinone,Unknown
DDInter20,Acetylsalicylic acid,DDInter1252,Mycophenolic acid,Unknown
DDInter20,Acetylsalicylic acid,DDInter1008,Ketoconazole,Unknown
DDInter20,Acetylsalicylic acid,DDInter1832,Tolterodine,Unknown
DDInter20,Acetylsalicylic acid,DDInter1653,Selegiline,Unknown
DDInter20,Acetylsalicylic acid,DDInter718,Fenofibrate,Unknown
DDInter20,Acetylsalicylic acid,DDInter1789,Thalidomide,Unknown
DDInter20,Acetylsalicylic acid,DDInter1144,Melphalan,Unknown
DDInter20,Acetylsalicylic acid,DDInter1146,Memantine,Unknown
DDInter20,Acetylsalicylic acid,DDInter1590,Rifampicin,Unknown
DDInter20,Acetylsalicylic acid,DDInter752,Fluocinonide,Unknown
DDInter20,Acetylsalicylic acid,DDInter1365,Oxybutynin,Unknown
DDInter20,Acetylsalicylic acid,DDInter411,Clonazepam,Unknown
DDInter20,Acetylsalicylic acid,DDInter1533,Promethazine,Unknown
DDInter20,Acetylsalicylic acid,DDInter129,Atazanavir,Unknown
DDInter20,Acetylsalicylic acid,DDInter745,Fludarabine,Unknown
DDInter20,Acetylsalicylic acid,DDInter133,Atorvastatin,Unknown
DDInter20,Acetylsalicylic acid,DDInter1754,Tegaserod,Unknown
DDInter20,Acetylsalicylic acid,DDInter1348,Orlistat,Unknown
DDInter20,Acetylsalicylic acid,DDInter1465,Pilocarpine,Unknown
DDInter20,Acetylsalicylic acid,DDInter769,Fluvastatin,Unknown
DDInter20,Acetylsalicylic acid,DDInter1622,Rosuvastatin,Unknown
DDInter20,Acetylsalicylic acid,DDInter285,Capecitabine,Unknown
DDInter20,Acetylsalicylic acid,DDInter1209,Miconazole,Unknown
DDInter20,Acetylsalicylic acid,DDInter335,Cefuroxime,Unknown
DDInter20,Acetylsalicylic acid,DDInter611,Dutasteride,Unknown
DDInter20,Acetylsalicylic acid,DDInter204,Bicalutamide,Unknown
DDInter20,Acetylsalicylic acid,DDInter1472,Pioglitazone,Unknown
DDInter20,Acetylsalicylic acid,DDInter310,Cefadroxil,Unknown
DDInter20,Acetylsalicylic acid,DDInter593,Doxepin,Unknown
DDInter20,Acetylsalicylic acid,DDInter1274,Nefazodone,Unknown
DDInter20,Acetylsalicylic acid,DDInter327,Cefprozil,Unknown
DDInter20,Acetylsalicylic acid,DDInter1767,Terazosin,Unknown
DDInter20,Acetylsalicylic acid,DDInter272,Calcium chloride,Unknown
DDInter20,Acetylsalicylic acid,DDInter995,Itraconazole,Unknown
DDInter20,Acetylsalicylic acid,DDInter120,Arsenic trioxide,Unknown
DDInter20,Acetylsalicylic acid,DDInter1349,Orphenadrine,Unknown
DDInter20,Acetylsalicylic acid,DDInter1534,Propafenone,Unknown
DDInter20,Acetylsalicylic acid,DDInter1430,Pergolide,Unknown
DDInter20,Acetylsalicylic acid,DDInter377,Ciclopirox,Unknown
DDInter20,Acetylsalicylic acid,DDInter398,Clindamycin,Unknown
DDInter20,Acetylsalicylic acid,DDInter740,Flecainide,Unknown
DDInter20,Acetylsalicylic acid,DDInter1972,Zopiclone,Unknown
DDInter20,Acetylsalicylic acid,DDInter1046,Levetiracetam,Unknown
DDInter20,Acetylsalicylic acid,DDInter1234,Mitoxantrone,Unknown
