DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1613,Rofecoxib,DDInter413,Clopidogrel,Moderate
DDInter1729,Sulindac,DDInter413,Clopidogrel,Moderate
DDInter413,Clopidogrel,DDInter1732,Suprofen (ophthalmic),Moderate
DDInter1831,Tolmetin,DDInter413,Clopidogrel,Moderate
DDInter1910,Valdecoxib,DDInter413,Clopidogrel,Moderate
DDInter414,Clorazepic acid,DDInter135,Atracurium,Moderate
DDInter414,Clorazepic acid,DDInter357,Chlormezanone,Moderate
DDInter414,Clorazepic acid,DDInter454,Cyclobenzaprine,Moderate
DDInter414,Clorazepic acid,DDInter473,Dantrolene,Moderate
DDInter414,Clorazepic acid,DDInter590,Doxacurium,Moderate
DDInter1172,Methocarbamol,DDInter414,Clorazepic acid,Moderate
DDInter414,Clorazepic acid,DDInter1235,Mivacurium,Moderate
DDInter414,Clorazepic acid,DDInter1349,Orphenadrine,Moderate
DDInter414,Clorazepic acid,DDInter1385,Pancuronium,Moderate
DDInter414,Clorazepic acid,DDInter1473,Pipecuronium,Moderate
DDInter414,Clorazepic acid,DDInter1522,Probenecid,Minor
DDInter414,Clorazepic acid,DDInter1612,Rocuronium,Moderate
DDInter1716,Succinylcholine,DDInter414,Clorazepic acid,Minor
DDInter414,Clorazepic acid,DDInter1821,Tizanidine,Moderate
DDInter414,Clorazepic acid,DDInter1890,Tubocurarine,Moderate
DDInter414,Clorazepic acid,DDInter1922,Vecuronium,Moderate
DDInter419,Clozapine,DDInter140,Aurothioglucose,Major
DDInter419,Clozapine,DDInter357,Chlormezanone,Moderate
DDInter419,Clozapine,DDInter431,Colchicine,Major
DDInter419,Clozapine,DDInter454,Cyclobenzaprine,Moderate
DDInter419,Clozapine,DDInter473,Dantrolene,Moderate
DDInter419,Clozapine,DDInter676,Esomeprazole,Moderate
DDInter419,Clozapine,DDInter1682,Sodium aurothiomalate,Major
DDInter419,Clozapine,DDInter1172,Methocarbamol,Moderate
DDInter419,Clozapine,DDInter1349,Orphenadrine,Moderate
DDInter419,Clozapine,DDInter1419,Penicillamine,Major
DDInter419,Clozapine,DDInter1451,Phenylbutazone,Major
DDInter419,Clozapine,DDInter1557,Quinine,Major
DDInter226,Botulinum Toxin Type B,DDInter419,Clozapine,Moderate
DDInter419,Clozapine,DDInter1821,Tizanidine,Major
DDInter419,Clozapine,DDInter1827,Tolazoline,Moderate
DDInter431,Colchicine,DDInter424,Cobicistat,Major
DDInter1557,Quinine,DDInter424,Cobicistat,Moderate
DDInter1726,Sulfinpyrazone,DDInter424,Cobicistat,Moderate
DDInter425,Cobimetinib,DDInter500,Denosumab,Moderate
DDInter1451,Phenylbutazone,DDInter425,Cobimetinib,Moderate
DDInter1557,Quinine,DDInter425,Cobimetinib,Moderate
DDInter1726,Sulfinpyrazone,DDInter425,Cobimetinib,Moderate
DDInter1557,Quinine,DDInter427,Cocaine (topical),Moderate
DDInter1573,Rasburicase,DDInter427,Cocaine (topical),Moderate
DDInter884,Hydrocodone,DDInter1038,Lesinurad,Moderate
DDInter90,Amprenavir,DDInter431,Colchicine,Major
DDInter431,Colchicine,DDInter140,Aurothioglucose,Moderate
DDInter431,Colchicine,DDInter183,Benznidazole,Moderate
DDInter192,Bepridil,DDInter431,Colchicine,Major
DDInter431,Colchicine,DDInter193,Berotralstat,Major
DDInter431,Colchicine,DDInter221,Boceprevir,Major
DDInter341,Cerivastatin,DDInter431,Colchicine,Major
DDInter408,Clofibrate,DDInter431,Colchicine,Moderate
DDInter438,Conivaptan,DDInter431,Colchicine,Major
DDInter431,Colchicine,DDInter448,Crizotinib,Major
DDInter458,Cyclosporine,DDInter431,Colchicine,Major
DDInter431,Colchicine,DDInter464,Daclatasvir,Major
DDInter475,Dapsone,DDInter431,Colchicine,Moderate
DDInter482,Darunavir,DDInter431,Colchicine,Major
DDInter484,Dasatinib,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter488,Deferasirox,Moderate
DDInter431,Colchicine,DDInter489,Deferiprone,Major
DDInter496,Delavirdine,DDInter431,Colchicine,Major
DDInter544,Didanosine,DDInter431,Colchicine,Moderate
DDInter554,Digoxin,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter568,Dinutuximab,Moderate
DDInter576,Disulfiram,DDInter431,Colchicine,Moderate
DDInter578,Docetaxel,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter602,Dronedarone,Major
DDInter431,Colchicine,DDInter612,Duvelisib,Major
DDInter431,Colchicine,DDInter614,Echinacea,Moderate
DDInter624,Efavirenz,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter625,Elagolix,Moderate
DDInter431,Colchicine,DDInter629,Eliglustat,Major
DDInter431,Colchicine,DDInter630,Elotuzumab,Moderate
DDInter431,Colchicine,DDInter632,Eluxadoline,Moderate
DDInter431,Colchicine,DDInter640,Encorafenib,Moderate
DDInter431,Colchicine,DDInter642,Enfortumab vedotin,Moderate
DDInter431,Colchicine,DDInter648,Entrectinib,Moderate
DDInter431,Colchicine,DDInter649,Enzalutamide,Moderate
DDInter431,Colchicine,DDInter661,Erdafitinib,Moderate
DDInter431,Colchicine,DDInter666,Eribulin,Moderate
DDInter670,Erythromycin,DDInter431,Colchicine,Major
DDInter687,Etanercept,DDInter431,Colchicine,Moderate
DDInter689,Ethambutol,DDInter431,Colchicine,Moderate
DDInter694,Ethionamide,DDInter431,Colchicine,Moderate
DDInter702,Etoposide,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter703,Etravirine,Moderate
DDInter431,Colchicine,DDInter714,Fedratinib,Major
DDInter431,Colchicine,DDInter719,Fenofibric acid,Moderate
DDInter431,Colchicine,DDInter741,Flibanserin,Major
DDInter743,Fluconazole,DDInter431,Colchicine,Major
DDInter745,Fludarabine,DDInter431,Colchicine,Moderate
DDInter769,Fluvastatin,DDInter431,Colchicine,Major
DDInter431,Colchicine,DDInter822,Glasdegib,Moderate
DDInter431,Colchicine,DDInter1682,Sodium aurothiomalate,Moderate
DDInter431,Colchicine,DDInter837,Golimumab,Moderate
DDInter882,Hydralazine,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter893,Hydroxychloroquine,Moderate
DDInter431,Colchicine,DDInter899,Ibrutinib,Moderate
DDInter431,Colchicine,DDInter905,Idelalisib,Major
DDInter909,Imatinib,DDInter431,Colchicine,Major
DDInter917,Indinavir,DDInter431,Colchicine,Major
DDInter923,Infliximab,DDInter431,Colchicine,Moderate
DDInter942,"Interferon alfa-2a, Recombinant",DDInter431,Colchicine,Moderate
DDInter943,Interferon alfa-2b,DDInter431,Colchicine,Moderate
DDInter944,Interferon alfa-n1,DDInter431,Colchicine,Moderate
DDInter946,Interferon alfacon-1,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter559,Diiodohydroxyquinoline,Moderate
DDInter431,Colchicine,DDInter969,Ipilimumab,Moderate
DDInter431,Colchicine,DDInter980,Isavuconazonium,Major
DDInter986,Isoniazid,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter994,Istradefylline,Major
DDInter995,Itraconazole,DDInter431,Colchicine,Major
DDInter431,Colchicine,DDInter997,Ivacaftor,Major
DDInter431,Colchicine,DDInter1000,Ivosidenib,Moderate
DDInter431,Colchicine,DDInter1001,Ixabepilone,Moderate
DDInter431,Colchicine,DDInter1002,Ixazomib,Moderate
DDInter1008,Ketoconazole,DDInter431,Colchicine,Major
DDInter1024,Lapatinib,DDInter431,Colchicine,Major
DDInter431,Colchicine,DDInter1026,Larotrectinib,Moderate
DDInter431,Colchicine,DDInter1027,Lasmiditan,Major
DDInter431,Colchicine,DDInter1032,Lefamulin,Moderate
DDInter1033,Leflunomide,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter1039,Letermovir,Major
DDInter1073,Linezolid,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter1085,Lomitapide,Major
DDInter431,Colchicine,DDInter1087,Lonafarnib,Major
DDInter431,Colchicine,DDInter1094,Lorlatinib,Moderate
DDInter1098,Lovastatin,DDInter431,Colchicine,Major
DDInter1209,Miconazole,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter1214,Midostaurin,Major
DDInter1215,Mifepristone,DDInter431,Colchicine,Major
DDInter1236,Modafinil,DDInter431,Colchicine,Minor
DDInter431,Colchicine,DDInter1270,Naxitamab,Moderate
DDInter1274,Nefazodone,DDInter431,Colchicine,Major
DDInter1275,Nelarabine,DDInter431,Colchicine,Moderate
DDInter1276,Nelfinavir,DDInter431,Colchicine,Major
DDInter431,Colchicine,DDInter1281,Neratinib,Major
DDInter431,Colchicine,DDInter1293,Nilotinib,Major
DDInter1303,Nitrofurantoin,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter1321,Ocrelizumab,Moderate
DDInter431,Colchicine,DDInter1327,Olaparib,Moderate
DDInter431,Colchicine,DDInter1335,Omacetaxine mepesuccinate,Moderate
DDInter431,Colchicine,DDInter1352,Osimertinib,Moderate
DDInter1355,Oxaliplatin,DDInter431,Colchicine,Moderate
DDInter1378,Paclitaxel (protein-bound),DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter1379,Palbociclib,Moderate
DDInter1407,Peginterferon alfa-2a,DDInter431,Colchicine,Moderate
DDInter1408,Peginterferon alfa-2b,DDInter431,Colchicine,Moderate
DDInter1458,Phenylpropanolamine,DDInter431,Colchicine,Minor
DDInter431,Colchicine,DDInter1479,Pitavastatin,Major
DDInter431,Colchicine,DDInter1485,Polatuzumab vedotin,Moderate
DDInter431,Colchicine,DDInter1491,Pomalidomide,Moderate
DDInter431,Colchicine,DDInter1492,Ponatinib,Major
DDInter1494,Posaconazole,DDInter431,Colchicine,Major
DDInter1509,Pravastatin,DDInter431,Colchicine,Major
DDInter1534,Propafenone,DDInter431,Colchicine,Major
DDInter1556,Quinidine,DDInter431,Colchicine,Major
DDInter1557,Quinine,DDInter431,Colchicine,Major
DDInter431,Colchicine,DDInter1561,Radium Ra 223 dichloride,Moderate
DDInter1570,Ranolazine,DDInter431,Colchicine,Major
DDInter431,Colchicine,DDInter1588,Ribociclib,Major
DDInter1592,Rifapentine,DDInter431,Colchicine,Moderate
DDInter1607,Ritonavir,DDInter431,Colchicine,Major
DDInter431,Colchicine,DDInter1615,Rolapitant,Major
DDInter1622,Rosuvastatin,DDInter431,Colchicine,Major
DDInter431,Colchicine,DDInter1627,Rufinamide,Moderate
DDInter1640,Saquinavir,DDInter431,Colchicine,Major
DDInter431,Colchicine,DDInter1641,Sarecycline,Major
DDInter431,Colchicine,DDInter1649,Secnidazole,Moderate
DDInter431,Colchicine,DDInter1658,Selpercatinib,Moderate
DDInter1675,Simvastatin,DDInter431,Colchicine,Major
DDInter1678,Sirolimus,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter1692,"Sodium phosphate, monobasic (p32)",Moderate
DDInter431,Colchicine,DDInter1698,Somapacitan,Moderate
DDInter431,Colchicine,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter431,Colchicine,Moderate
DDInter1702,Sorafenib,DDInter431,Colchicine,Major
DDInter1710,Stavudine,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter1711,Stiripentol,Major
DDInter431,Colchicine,DDInter1715,Strontium chloride Sr-89,Moderate
DDInter431,Colchicine,DDInter1733,Suvorexant,Major
DDInter1735,Tacrolimus,DDInter431,Colchicine,Major
DDInter1744,Tamoxifen,DDInter431,Colchicine,Major
DDInter431,Colchicine,DDInter1755,Telaprevir,Major
DDInter1757,Telbivudine,DDInter431,Colchicine,Moderate
DDInter1758,Telithromycin,DDInter431,Colchicine,Major
DDInter431,Colchicine,DDInter1763,Temsirolimus,Moderate
DDInter1765,Teniposide,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter1771,Teriflunomide,Moderate
DDInter1789,Thalidomide,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter1802,Ticagrelor,Moderate
DDInter1811,Tinidazole,DDInter431,Colchicine,Moderate
DDInter431,Colchicine,DDInter1824,Tocilizumab,Moderate
DDInter431,Colchicine,DDInter1833,Tolvaptan,Moderate
DDInter431,Colchicine,DDInter1840,Trabectedin,Moderate
DDInter431,Colchicine,DDInter1882,Troleandomycin,Major
DDInter431,Colchicine,DDInter1891,Tucatinib,Major
DDInter431,Colchicine,DDInter1897,Ulipristal,Major
DDInter431,Colchicine,DDInter1907,Ustekinumab,Moderate
DDInter431,Colchicine,DDInter1912,Valganciclovir,Moderate
DDInter431,Colchicine,DDInter1925,Vemurafenib,Major
DDInter431,Colchicine,DDInter1926,Venetoclax,Major
DDInter1928,Verapamil,DDInter431,Colchicine,Major
DDInter1936,Vinblastine,DDInter431,Colchicine,Moderate
DDInter1937,Vincristine,DDInter431,Colchicine,Moderate
DDInter1938,Vincristine (liposome),DDInter431,Colchicine,Moderate
DDInter1939,Vinorelbine,DDInter431,Colchicine,Moderate
DDInter1946,Voriconazole,DDInter431,Colchicine,Major
DDInter431,Colchicine,DDInter1949,Voxelotor,Major
DDInter1955,Zafirlukast,DDInter431,Colchicine,Moderate
DDInter1956,Zalcitabine,DDInter431,Colchicine,Moderate
DDInter1821,Tizanidine,DDInter556,Dihydrocodeine,Major
DDInter434,Colistimethate,DDInter135,Atracurium,Major
DDInter434,Colistimethate,DDInter590,Doxacurium,Major
DDInter698,Etidronic acid,DDInter434,Colistimethate,Moderate
DDInter434,Colistimethate,DDInter1235,Mivacurium,Major
DDInter1383,Pamidronic acid,DDInter434,Colistimethate,Moderate
DDInter434,Colistimethate,DDInter1385,Pancuronium,Major
DDInter434,Colistimethate,DDInter1473,Pipecuronium,Major
DDInter226,Botulinum Toxin Type B,DDInter434,Colistimethate,Major
DDInter1612,Rocuronium,DDInter434,Colistimethate,Major
DDInter1716,Succinylcholine,DDInter434,Colistimethate,Major
DDInter434,Colistimethate,DDInter1890,Tubocurarine,Major
DDInter434,Colistimethate,DDInter1922,Vecuronium,Major
DDInter1968,Zoledronic acid,DDInter434,Colistimethate,Moderate
DDInter436,Collagenase clostridium histolyticum (topical),DDInter1671,Silver nitrate (topical),Moderate
DDInter436,Collagenase clostridium histolyticum (topical),DDInter1672,Silver sulfadiazine (topical),Moderate
DDInter436,Collagenase clostridium histolyticum (topical),DDInter1669,Silver (topical),Moderate
DDInter436,Collagenase clostridium histolyticum (topical),DDInter1794,Thimerosal (topical),Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter98,Anisindione,Moderate
DDInter99,Anistreplase,DDInter435,Collagenase clostridium histolyticum,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter115,Ardeparin,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter117,Argatroban,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter470,Dalteparin,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter471,Danaparoid,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter491,Defibrotide,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter498,Demeclocycline,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter505,Desirudin,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter542,Dicoumarol,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter573,Dipyridamole,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter621,Edoxaban,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter645,Enoxaparin,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter657,Epoprostenol,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter659,Eptifibatide,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter856,Heparin,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter908,Iloprost,Moderate
DDInter1037,Lepirudin,DDInter435,Collagenase clostridium histolyticum,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter1224,Minocycline,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter1374,Oxytetracycline,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter1508,Prasugrel,Moderate
DDInter1585,Reteplase,DDInter435,Collagenase clostridium histolyticum,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter1609,Rivaroxaban,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter1712,Streptokinase,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter1726,Sulfinpyrazone,Moderate
DDInter1764,Tenecteplase,DDInter435,Collagenase clostridium histolyticum,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter1783,Tetracycline,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter1802,Ticagrelor,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter1804,Ticlopidine,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter1812,Tinzaparin,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter1818,Tirofiban,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter1852,Treprostinil,Moderate
DDInter1905,Urokinase,DDInter435,Collagenase clostridium histolyticum,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter1945,Vorapaxar,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter1951,Warfarin,Moderate
DDInter1527,Prochlorperazine,DDInter357,Chlormezanone,Moderate
DDInter1527,Prochlorperazine,DDInter454,Cyclobenzaprine,Moderate
DDInter1527,Prochlorperazine,DDInter473,Dantrolene,Moderate
DDInter1172,Methocarbamol,DDInter1527,Prochlorperazine,Moderate
DDInter1527,Prochlorperazine,DDInter1349,Orphenadrine,Moderate
DDInter1527,Prochlorperazine,DDInter1557,Quinine,Moderate
DDInter226,Botulinum Toxin Type B,DDInter1527,Prochlorperazine,Moderate
DDInter1527,Prochlorperazine,DDInter1821,Tizanidine,Moderate
DDInter1527,Prochlorperazine,DDInter1827,Tolazoline,Moderate
DDInter1557,Quinine,DDInter438,Conivaptan,Moderate
DDInter1910,Valdecoxib,DDInter438,Conivaptan,Moderate
DDInter698,Etidronic acid,DDInter965,Iothalamic acid,Major
DDInter699,Etodolac,DDInter965,Iothalamic acid,Major
DDInter721,Fenoprofen,DDInter965,Iothalamic acid,Major
DDInter763,Flurbiprofen,DDInter965,Iothalamic acid,Major
DDInter921,Indomethacin,DDInter965,Iothalamic acid,Major
DDInter1009,Ketoprofen,DDInter965,Iothalamic acid,Major
DDInter1135,Meclofenamic acid,DDInter965,Iothalamic acid,Major
DDInter1139,Mefenamic acid,DDInter965,Iothalamic acid,Major
DDInter1143,Meloxicam,DDInter965,Iothalamic acid,Major
DDInter1254,Nabumetone,DDInter965,Iothalamic acid,Major
DDInter1266,Naproxen,DDInter965,Iothalamic acid,Major
DDInter1358,Oxaprozin,DDInter965,Iothalamic acid,Major
DDInter1383,Pamidronic acid,DDInter965,Iothalamic acid,Major
DDInter1419,Penicillamine,DDInter965,Iothalamic acid,Major
DDInter1451,Phenylbutazone,DDInter965,Iothalamic acid,Major
DDInter1478,Piroxicam,DDInter965,Iothalamic acid,Major
DDInter1613,Rofecoxib,DDInter965,Iothalamic acid,Major
DDInter1729,Sulindac,DDInter965,Iothalamic acid,Major
DDInter1831,Tolmetin,DDInter965,Iothalamic acid,Major
DDInter1910,Valdecoxib,DDInter965,Iothalamic acid,Major
DDInter1968,Zoledronic acid,DDInter965,Iothalamic acid,Major
DDInter445,Corticotropin,DDInter500,Denosumab,Moderate
DDInter357,Chlormezanone,DDInter1155,Mepyramine,Moderate
DDInter454,Cyclobenzaprine,DDInter1155,Mepyramine,Moderate
DDInter473,Dantrolene,DDInter1155,Mepyramine,Moderate
DDInter1172,Methocarbamol,DDInter1155,Mepyramine,Moderate
DDInter1349,Orphenadrine,DDInter1155,Mepyramine,Moderate
DDInter226,Botulinum Toxin Type B,DDInter1155,Mepyramine,Moderate
DDInter1821,Tizanidine,DDInter1155,Mepyramine,Moderate
DDInter1782,Tetracosactide,DDInter500,Denosumab,Moderate
DDInter1928,Verapamil,DDInter135,Atracurium,Moderate
DDInter1928,Verapamil,DDInter473,Dantrolene,Moderate
DDInter1928,Verapamil,DDInter590,Doxacurium,Moderate
DDInter1928,Verapamil,DDInter699,Etodolac,Moderate
DDInter721,Fenoprofen,DDInter1928,Verapamil,Moderate
DDInter1928,Verapamil,DDInter763,Flurbiprofen,Moderate
DDInter921,Indomethacin,DDInter1928,Verapamil,Moderate
DDInter1928,Verapamil,DDInter1009,Ketoprofen,Moderate
DDInter1928,Verapamil,DDInter1135,Meclofenamic acid,Moderate
DDInter1928,Verapamil,DDInter1139,Mefenamic acid,Moderate
DDInter1928,Verapamil,DDInter1143,Meloxicam,Moderate
DDInter1928,Verapamil,DDInter1235,Mivacurium,Moderate
DDInter1254,Nabumetone,DDInter1928,Verapamil,Moderate
DDInter1928,Verapamil,DDInter1266,Naproxen,Moderate
DDInter1928,Verapamil,DDInter1358,Oxaprozin,Moderate
DDInter1928,Verapamil,DDInter1385,Pancuronium,Moderate
DDInter1928,Verapamil,DDInter1473,Pipecuronium,Moderate
DDInter1478,Piroxicam,DDInter1928,Verapamil,Moderate
DDInter1557,Quinine,DDInter1928,Verapamil,Moderate
DDInter1928,Verapamil,DDInter1612,Rocuronium,Moderate
DDInter1716,Succinylcholine,DDInter1928,Verapamil,Moderate
DDInter1928,Verapamil,DDInter1726,Sulfinpyrazone,Minor
DDInter1729,Sulindac,DDInter1928,Verapamil,Moderate
DDInter1928,Verapamil,DDInter1821,Tizanidine,Major
DDInter1831,Tolmetin,DDInter1928,Verapamil,Moderate
DDInter1928,Verapamil,DDInter1890,Tubocurarine,Moderate
DDInter1910,Valdecoxib,DDInter1928,Verapamil,Moderate
DDInter1928,Verapamil,DDInter1922,Vecuronium,Moderate
DDInter448,Crizotinib,DDInter140,Aurothioglucose,Moderate
DDInter448,Crizotinib,DDInter1682,Sodium aurothiomalate,Moderate
DDInter448,Crizotinib,DDInter1038,Lesinurad,Moderate
DDInter1451,Phenylbutazone,DDInter448,Crizotinib,Moderate
DDInter1557,Quinine,DDInter448,Crizotinib,Major
DDInter1726,Sulfinpyrazone,DDInter448,Crizotinib,Moderate
DDInter1821,Tizanidine,DDInter448,Crizotinib,Major
DDInter1315,Norgestrel,DDInter1038,Lesinurad,Moderate
DDInter1821,Tizanidine,DDInter692,Ethinylestradiol,Major
DDInter477,Daptomycin,DDInter699,Etodolac,Moderate
DDInter477,Daptomycin,DDInter721,Fenoprofen,Moderate
DDInter477,Daptomycin,DDInter921,Indomethacin,Moderate
DDInter477,Daptomycin,DDInter1009,Ketoprofen,Moderate
DDInter477,Daptomycin,DDInter1135,Meclofenamic acid,Moderate
DDInter477,Daptomycin,DDInter1139,Mefenamic acid,Moderate
DDInter477,Daptomycin,DDInter1143,Meloxicam,Moderate
DDInter477,Daptomycin,DDInter1254,Nabumetone,Moderate
DDInter477,Daptomycin,DDInter1266,Naproxen,Moderate
DDInter477,Daptomycin,DDInter1358,Oxaprozin,Moderate
DDInter477,Daptomycin,DDInter1451,Phenylbutazone,Moderate
DDInter477,Daptomycin,DDInter1478,Piroxicam,Moderate
DDInter477,Daptomycin,DDInter1613,Rofecoxib,Moderate
DDInter477,Daptomycin,DDInter1729,Sulindac,Moderate
DDInter477,Daptomycin,DDInter1831,Tolmetin,Moderate
DDInter477,Daptomycin,DDInter1910,Valdecoxib,Moderate
DDInter454,Cyclobenzaprine,DDInter1362,Oxitriptan,Major
DDInter82,Amoxapine,DDInter454,Cyclobenzaprine,Major
DDInter149,Azatadine,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter175,Belladonna,Moderate
DDInter454,Cyclobenzaprine,DDInter192,Bepridil,Moderate
DDInter454,Cyclobenzaprine,DDInter193,Berotralstat,Moderate
DDInter256,Butabarbital,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1427,Pentoxyverine,Moderate
DDInter303,Carteolol,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter407,Clofedanol,Moderate
DDInter454,Cyclobenzaprine,DDInter349,Chloral hydrate,Moderate
DDInter454,Cyclobenzaprine,DDInter354,Chlorcyclizine,Moderate
DDInter454,Cyclobenzaprine,DDInter357,Chlormezanone,Moderate
DDInter363,Chlorpromazine,DDInter454,Cyclobenzaprine,Moderate
DDInter397,Clidinium,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter453,Cyclizine,Moderate
DDInter459,Cyproheptadine,DDInter454,Cyclobenzaprine,Moderate
DDInter480,Darifenacin,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter488,Deferasirox,Moderate
DDInter454,Cyclobenzaprine,DDInter497,Demecarium (ophthalmic),Moderate
DDInter454,Cyclobenzaprine,DDInter504,Desipramine,Major
DDInter454,Cyclobenzaprine,DDInter511,Desvenlafaxine,Major
DDInter454,Cyclobenzaprine,DDInter512,Deutetrabenazine,Moderate
DDInter517,Dexbrompheniramine,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter518,Dexfenfluramine,Major
DDInter520,Dexmedetomidine,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter531,Dezocine,Major
DDInter534,Diazepam,DDInter454,Cyclobenzaprine,Moderate
DDInter543,Dicyclomine,DDInter454,Cyclobenzaprine,Moderate
DDInter557,Dihydroergotamine,DDInter454,Cyclobenzaprine,Major
DDInter454,Cyclobenzaprine,DDInter562,Dimenhydrinate,Moderate
DDInter454,Cyclobenzaprine,DDInter569,Diphenhydramine,Moderate
DDInter575,Disopyramide,DDInter454,Cyclobenzaprine,Moderate
DDInter1913,Valproic acid,DDInter454,Cyclobenzaprine,Moderate
DDInter583,Donepezil,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter593,Doxepin,Major
DDInter454,Cyclobenzaprine,DDInter594,Doxepin (topical),Major
DDInter600,Doxylamine,DDInter454,Cyclobenzaprine,Moderate
DDInter601,Dronabinol,DDInter454,Cyclobenzaprine,Moderate
DDInter603,Droperidol,DDInter454,Cyclobenzaprine,Moderate
DDInter608,Duloxetine,DDInter454,Cyclobenzaprine,Major
DDInter454,Cyclobenzaprine,DDInter614,Echinacea,Moderate
DDInter454,Cyclobenzaprine,DDInter615,Echothiophate (ophthalmic),Moderate
DDInter454,Cyclobenzaprine,DDInter632,Eluxadoline,Moderate
DDInter656,Eplerenone,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter672,Escitalopram,Major
DDInter454,Cyclobenzaprine,DDInter673,Esketamine,Moderate
DDInter454,Cyclobenzaprine,DDInter674,Eslicarbazepine,Moderate
DDInter675,Esmolol,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter677,Estazolam,Moderate
DDInter685,Eszopiclone,DDInter454,Cyclobenzaprine,Moderate
DDInter686,Etacrynic acid,DDInter454,Cyclobenzaprine,Moderate
DDInter695,Ethosuximide,DDInter454,Cyclobenzaprine,Moderate
DDInter696,Ethotoin,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter703,Etravirine,Moderate
DDInter454,Cyclobenzaprine,DDInter708,Ezogabine,Moderate
DDInter454,Cyclobenzaprine,DDInter715,Felbamate,Moderate
DDInter717,Fenfluramine,DDInter454,Cyclobenzaprine,Major
DDInter454,Cyclobenzaprine,DDInter731,Fesoterodine,Moderate
DDInter454,Cyclobenzaprine,DDInter738,Flavoxate,Moderate
DDInter454,Cyclobenzaprine,DDInter741,Flibanserin,Moderate
DDInter758,Fluoxetine,DDInter454,Cyclobenzaprine,Major
DDInter760,Fluphenazine,DDInter454,Cyclobenzaprine,Moderate
